Sentiment,Tweet
negative,@USAirways so you're going to make me wait that long on the phone line when you can help me? # that's part of the problem
negative,@AmericanAir its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired
negative,“@SouthwestAir: @TinaIsBack I'm so sorry for your frustration. Did you get rebooked? ^SW” I've been rebooked 4 times!! Still stuck!! #SMH
negative,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story"
negative,@united I think I left my phone on my flight. Help!
negative,"@USAirways never let's me down, every. Single. Flight. Gets delayed."
negative,@united &lt;&lt;&lt;&lt;&lt;&lt;-------- do not reply to emails?
neutral,"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX"
negative,@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....
negative,"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time.."
negative,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim."
positive,@USAirways thanks
negative,@USAirways there is a travel advis for nyc and phil PA  -winter weather- but U.S. Air hasn't posted one yet. Can I still change flt wo pen?
neutral,"Aww, is it? @JetBlue I guess now I need to book a flight to somewhere warm ASAP! Any suggestions?"
negative,@AmericanAir I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.
negative,"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time??"
negative,@JetBlue isn't this something YOU should do?!  Why should I tell your crew how to do their job?
positive,"@SouthwestAir Sent your way, thanks for the help."
negative,@JetBlue what is a personal email that I can contact? I have a complaint that you should know about
neutral,@JetBlue alittle more money to book our flights... we're 1/2 way there :)
neutral,@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?
negative,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions
negative,@JetBlue I would drive 2 1/2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport. Cramming more seats on plane.NO MORE
negative,"@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable."
negative,@AmericanAir fortunately the window seat was a no-show. Able to scoot over and create space.
neutral,@SouthwestAir did you know that suicide is the second leading cause of death among teens 10-24
neutral,@SouthwestAir greetings
negative,@United Airlines Cancelled Flights OC FLL #flight today. $700 to switch. No notice no apology. Done flying #UnitedAirlines.
negative,"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
negative,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings
negative,@jetblue I hate you for this 😒 https://t.co/g4WwR6VBRQ
negative,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service
positive,"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them."
neutral,@SouthwestAir @karajusto SWA is willing to follow up. FINALLY.
neutral,@AmericanAir please help us get home tomorrow!!!!!
neutral,@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek
negative,@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.
positive,@JetBlue i love this song &lt;3 thanks @JetBlue
positive,@SouthwestAir is the best. Case and point. https://t.co/ucVnilMb4x @ryand2285 #HappyBirthday
negative,@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?
negative,@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?
negative,@JetBlue What's up with lack coffee on 7:30AM flight. Was told someone forgot to load coffee onto the plane. What????? #INeedCoffee
negative,@united note: they are traveling w 2yr old. Unreal
neutral,@SouthwestAir confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old. please email? jennifer.cascino@gmail.com
negative,@USAirways doesn't want me to get home
negative,@USAirways @AmericanAir terminal E in Miami is still the worst most smelly airport ever. Thanks for nothing.
negative,@AmericanAir I need to order a special meal and I can't reach AA. Been on hold for over 2 hours
positive,@JetBlue Longing to look into the blue eyes. #firstlove
negative,@AmericanAir why does it feel like I'm being nickeled and dime to enjoy a flight with AA? I purchased a tkt but have to pay extra for a seat
negative,@JetBlue @ZKatcher @bretharold does it look like to we talked to customer service? http://t.co/vYUAnh4Iqr
positive,@united perfect! That works! Thank you!
negative,"@AmericanAir You didn't call, did you. Try it, and then you'll understand.  It's not possible to reach an agent,I don't know what else to do"
neutral,^CB how do you know? @SouthwestAir
negative,@AmericanAir been calling 2 different offices already and still no sign of my baggage. First time on American Air.. (6)
negative,"@AmericanAir glad that you WANTED to help me, but you didn't. Have an agent call me before I rant about shitty service every day"
neutral,@united sitting in the middle for the first time .. Hope it works out well
negative,@AmericanAir I fly weekly with you and haven't seen one
negative,@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over
neutral,@SouthwestAir how do I find travel funds I have available to use f/ past changed flights? don't see an option in my account.
neutral,@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?
neutral,"@JetBlue Domestic.  To be clear -- I do not have to sit in (your lovely) terminal, just need to be there 1 hour prior to boarding?  Thanks!"
neutral,@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn
negative,"@USAirways epic fail @ CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys"
negative,@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!
negative,@USAirways I've been on hold for over 90 minutes... There's a lack of quality service here.  Nobody cares that I hate your shitty airline.
negative,@AmericanAir of delays and trapped on planes with no water or air. Never ever ever again. #neveragain #aafail
neutral,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.
negative,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!"
neutral,@JetBlue 795 to Austin
negative,@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed
negative,"@USAirways delayed in philly since 130, sitting onTarmac since 8pm flight 1881 plz contact donaldaroberts1@gmail.com"
positive,@united Thank you! Have a nice evening.
negative,@AmericanAir what an incredibly arrogant thing to say while I sit here at O'Hare waiting for your incompetent airlines to refuel on a...
negative,@USAirways lost our luggage. #yay
negative,@USAirways been sitting at gate for over 25 min on us 728! What gives???
positive,@AmericanAir well have all day and all the time in the world
positive,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat"
negative,@AmericanAir we've been on hold for hours.
neutral,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?
negative,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.
neutral,@USAirways OK she is worried that something is wrong with the flight - #1870 - and should she consider flying earlier
negative,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO
negative,@united my coworker that had the same conflict as me with the hotel issue trying to share posted on their facebook page and they erased it!!
positive,@VirginAmerica great. Well deserved.
negative,"@USAirways sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight."
negative,@united recent services have been very bad. My NC trip was aweful. Very disappointed and never again.
neutral,@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!
